outppr,outpit,outpnm,outpdo,outpsx
"VB03_Mrt3W","fS2VB03P3y",  13,"x",1
"VB03_Mrt3W","fC1VB03P5y",  14,"x",1
"VB03_Mrt3W","fC3VB03P5y",  15,"x",1
"VB03_Mrt3W","fN1VB03P5y",  16,"x",1
"VB03_Mrt3W","fN3VB03P5y",  17,"x",1
"VB03_Mrt3W","fP1VB03P5y",  18,"x",1
"VB03_Mrt3W","fP3VB03P5y",  19,"x",1
"VB03_Mrt3W","fS1VB03P5y",  20,"x",1
"VB03_Mrt3W","fS3VB03P5y",  21,"x",1
"VB03_Mrt3S","ffVB03MrtS",   1,"x",1
"VB03_Mrt3S","fC5VB03P1y",   2,"x",1
"VB03_Mrt3S","fC5VB03P2y",   3,"x",1
"VB03_Mrt3S","fC5VB03P3y",   4,"x",1
"VB03_Mrt3S","fN5VB03P1y",   5,"x",1
"VB03_Mrt3S","fN5VB03P2y",   6,"x",1
"VB03_Mrt3S","fN5VB03P3y",   7,"x",1
"VB03_Mrt3S","fP5VB03P1y",   8,"x",1
"VB03_Mrt3S","fP5VB03P2y",   9,"x",1
"VB03_Mrt3S","fP5VB03P3y",  10,"x",1
"VB03_Mrt3S","fS5VB03P1y",  11,"x",1
"VB03_Mrt3S","fS5VB03P2y",  12,"x",1
"VB03_Mrt3S","fS5VB03P3y",  13,"x",1
"VB03_Mrt3S","fC4VB03P5y",  14,"x",1
"VB03_Mrt3S","fN4VB03P5y",  15,"x",1
"VB03_Mrt3S","fP4VB03P5y",  16,"x",1
"VB03_Mrt3S","fS4VB03P5y",  17,"x",1
"VB03Upt   ","fNVB03up  ",   1,"x",1
"VB03Upt   ","fPVB03up  ",   2,"x",1
"VB03Upt   ","fSVB03up  ",   3,"x",1
"VB03_Upt3D","fN1VB03upy",   1,"x",1
"VB03_Upt3D","fN2VB03upy",   2,"x",1
"VB03_Upt3D","fP1VB03upy",   3,"x",1
"VB03_Upt3D","fP2VB03upy",   4,"x",1
"VB03_Upt3D","fS1VB03upy",   5,"x",1
"VB03_Upt3D","fS2VB03upy",   6,"x",1
"VB04availN","VB04Navail",   1,"x",1
"VB04availN","VB04Pavail",   2,"x",1
"VB04availN","VB04Savail",   3,"x",1
"VB04availN","PoreVol04 ",   4,"x",1
"VB04availN","F1VB04    ",   5,"x",1
"VB04availN","F2VB04    ",   6,"x",1
"VB04availN","F3VB04    ",   7,"x",1
"VB04availN","F4VB04    ",   8,"x",1
"VB04availN","F5VB04    ",   9,"x",1
"VBStatus04","SwVB04Gro ",   1,"x",1
"VBStatus04","SwVB04Mrt ",   2,"x",1
"VBStatus04","nsfVB04   ",   3,"x",1
"VBStatus04","nscdVB04  ",   4,"x",1
"VBStatus04","botsegVB04",   5,"x",1
"VBGrowth04","ageVB04   ",   1,"x",1
"VBGrowth04","VB04ha    ",   2,"x",1
"VBGrowth04","VB04Aha   ",   3,"x",1
"VBGrowth04","rGWV04    ",   4,"x",1
"VBGrowth04","fVB04     ",   5,"x",1
"VBGrowth04","VB04Age0ha",   6,"x",1
"VBGrowth04","SWVB04Dec ",   7,"x",1
"VBGrowth04","NutLimVB04",   8,"x",1
"VBMort04  ","rMrtVB04  ",   1,"x",1
"VBMort04  ","fMrtVB04  ",   2,"x",1
"VBMort04  ","fC2VB04P1 ",   3,"x",1
"VBMort04  ","fC2VB04P2 ",   4,"x",1
"VBMort04  ","fC2VB04P3 ",   5,"x",1
"VBMort04  ","fN2VB04P1 ",   6,"x",1
"VBMort04  ","fN2VB04P2 ",   7,"x",1
"VBMort04  ","fN2VB04P3 ",   8,"x",1
"VBMort04  ","fP2VB04P1 ",   9,"x",1
"VBMort04  ","fP2VB04P2 ",  10,"x",1
"VBMort04  ","fP2VB04P3 ",  11,"x",1
"VBMort04  ","fS2VB04P1 ",  12,"x",1
"VBMort04  ","fS2VB04P2 ",  13,"x",1
"VBMort04  ","fS2VB04P3 ",  14,"x",1
"VBMort04  ","fC5VB04P1 ",  15,"x",1
"VBMort04  ","fC5VB04P2 ",  16,"x",1
"VBMort04  ","fC5VB04P3 ",  17,"x",1
"VBMort04  ","fN5VB04P1 ",  18,"x",1
"VBMort04  ","fN5VB04P2 ",  19,"x",1
"VBMort04  ","fN5VB04P3 ",  20,"x",1
"VBMort04  ","fP5VB04P1 ",  21,"x",1
"VBMort04  ","fP5VB04P2 ",  22,"x",1
"VBMort04  ","fP5VB04P3 ",  23,"x",1
"VBMort04  ","fS5VB04P1 ",  24,"x",1
"VBMort04  ","fS5VB04P2 ",  25,"x",1
"VBMort04  ","fS5VB04P3 ",  26,"x",1
"VBMort04  ","fC1VB04P5 ",  27,"x",1
"VBMort04  ","fC3VB04P5 ",  28,"x",1
"VBMort04  ","fC4VB04P5 ",  29,"x",1
"VBMort04  ","fN1VB04P5 ",  30,"x",1
"VBMort04  ","fN3VB04P5 ",  31,"x",1
"VBMort04  ","fN4VB04P5 ",  32,"x",1
"VBMort04  ","fP1VB04P5 ",  33,"x",1
"VBMort04  ","fP3VB04P5 ",  34,"x",1
"VBMort04  ","fP4VB04P5 ",  35,"x",1
"VBMort04  ","fS1VB04P5 ",  36,"x",1
"VBMort04  ","fS3VB04P5 ",  37,"x",1
"VBMort04  ","fS4VB04P5 ",  38,"x",1
"VB04_Mrt3W","ffVB04MrtW",   1,"x",1
"VB04_Mrt3W","fC2VB04P1y",   2,"x",1
"VB04_Mrt3W","fC2VB04P2y",   3,"x",1
"VB04_Mrt3W","fC2VB04P3y",   4,"x",1
"VB04_Mrt3W","fN2VB04P1y",   5,"x",1
"VB04_Mrt3W","fN2VB04P2y",   6,"x",1
"VB04_Mrt3W","fN2VB04P3y",   7,"x",1
"VB04_Mrt3W","fP2VB04P1y",   8,"x",1
"VB04_Mrt3W","fP2VB04P2y",   9,"x",1
"VB04_Mrt3W","fP2VB04P3y",  10,"x",1
"VB04_Mrt3W","fS2VB04P1y",  11,"x",1
"VB04_Mrt3W","fS2VB04P2y",  12,"x",1
"VB04_Mrt3W","fS2VB04P3y",  13,"x",1
"VB04_Mrt3W","fC1VB04P5y",  14,"x",1
"VB04_Mrt3W","fC3VB04P5y",  15,"x",1
"VB04_Mrt3W","fN1VB04P5y",  16,"x",1
"VB04_Mrt3W","fN3VB04P5y",  17,"x",1
"VB04_Mrt3W","fP1VB04P5y",  18,"x",1
"VB04_Mrt3W","fP3VB04P5y",  19,"x",1
"VB04_Mrt3W","fS1VB04P5y",  20,"x",1
"VB04_Mrt3W","fS3VB04P5y",  21,"x",1
"VB04_Mrt3S","ffVB04MrtS",   1,"x",1
"VB04_Mrt3S","fC5VB04P1y",   2,"x",1
"VB04_Mrt3S","fC5VB04P2y",   3,"x",1
"VB04_Mrt3S","fC5VB04P3y",   4,"x",1
"VB04_Mrt3S","fN5VB04P1y",   5,"x",1
"VB04_Mrt3S","fN5VB04P2y",   6,"x",1
"VB04_Mrt3S","fN5VB04P3y",   7,"x",1
"VB04_Mrt3S","fP5VB04P1y",   8,"x",1
"VB04_Mrt3S","fP5VB04P2y",   9,"x",1
"VB04_Mrt3S","fP5VB04P3y",  10,"x",1
"VB04_Mrt3S","fS5VB04P1y",  11,"x",1
"VB04_Mrt3S","fS5VB04P2y",  12,"x",1
"VB04_Mrt3S","fS5VB04P3y",  13,"x",1
"VB04_Mrt3S","fC4VB04P5y",  14,"x",1
"VB04_Mrt3S","fN4VB04P5y",  15,"x",1
"VB04_Mrt3S","fP4VB04P5y",  16,"x",1
"VB04_Mrt3S","fS4VB04P5y",  17,"x",1
"VB04Upt   ","fNVB04up  ",   1,"x",1
"VB04Upt   ","fPVB04up  ",   2,"x",1
"VB04Upt   ","fSVB04up  ",   3,"x",1
"VB04_Upt3D","fN1VB04upy",   1,"x",1
"VB04_Upt3D","fN2VB04upy",   2,"x",1
"VB04_Upt3D","fP1VB04upy",   3,"x",1
"VB04_Upt3D","fP2VB04upy",   4,"x",1
"VB04_Upt3D","fS1VB04upy",   5,"x",1
"VB04_Upt3D","fS2VB04upy",   6,"x",1
"VB05availN","VB05Navail",   1,"x",1
"VB05availN","VB05Pavail",   2,"x",1
"VB05availN","VB05Savail",   3,"x",1
"VB05availN","PoreVol05 ",   4,"x",1
"VB05availN","F1VB05    ",   5,"x",1
"VB05availN","F2VB05    ",   6,"x",1
"VB05availN","F3VB05    ",   7,"x",1
"VB05availN","F4VB05    ",   8,"x",1
"VB05availN","F5VB05    ",   9,"x",1
"VBStatus05","SwVB05Gro ",   1,"x",1
"VBStatus05","SwVB05Mrt ",   2,"x",1
"VBStatus05","nsfVB05   ",   3,"x",1
"VBStatus05","nscdVB05  ",   4,"x",1
"VBStatus05","botsegVB05",   5,"x",1
"VBGrowth05","ageVB05   ",   1,"x",1
"VBGrowth05","VB05ha    ",   2,"x",1
"VBGrowth05","VB05Aha   ",   3,"x",1
"VBGrowth05","rGWV05    ",   4,"x",1
"VBGrowth05","fVB05     ",   5,"x",1
"VBGrowth05","VB05Age0ha",   6,"x",1
"VBGrowth05","SWVB05Dec ",   7,"x",1
"VBGrowth05","NutLimVB05",   8,"x",1
"VBMort05  ","rMrtVB05  ",   1,"x",1
"VBMort05  ","fMrtVB05  ",   2,"x",1
"VBMort05  ","fC2VB05P1 ",   3,"x",1
"VBMort05  ","fC2VB05P2 ",   4,"x",1
"VBMort05  ","fC2VB05P3 ",   5,"x",1
"VBMort05  ","fN2VB05P1 ",   6,"x",1
"VBMort05  ","fN2VB05P2 ",   7,"x",1
"VBMort05  ","fN2VB05P3 ",   8,"x",1
"VBMort05  ","fP2VB05P1 ",   9,"x",1
"VBMort05  ","fP2VB05P2 ",  10,"x",1
"VBMort05  ","fP2VB05P3 ",  11,"x",1
"VBMort05  ","fS2VB05P1 ",  12,"x",1
"VBMort05  ","fS2VB05P2 ",  13,"x",1
"VBMort05  ","fS2VB05P3 ",  14,"x",1
"VBMort05  ","fC5VB05P1 ",  15,"x",1
"VBMort05  ","fC5VB05P2 ",  16,"x",1
"VBMort05  ","fC5VB05P3 ",  17,"x",1
"VBMort05  ","fN5VB05P1 ",  18,"x",1
"VBMort05  ","fN5VB05P2 ",  19,"x",1
"VBMort05  ","fN5VB05P3 ",  20,"x",1
"VBMort05  ","fP5VB05P1 ",  21,"x",1
"VBMort05  ","fP5VB05P2 ",  22,"x",1
"VBMort05  ","fP5VB05P3 ",  23,"x",1
"VBMort05  ","fS5VB05P1 ",  24,"x",1
"VBMort05  ","fS5VB05P2 ",  25,"x",1
"VBMort05  ","fS5VB05P3 ",  26,"x",1
"VBMort05  ","fC1VB05P5 ",  27,"x",1
"VBMort05  ","fC3VB05P5 ",  28,"x",1
"VBMort05  ","fC4VB05P5 ",  29,"x",1
"VBMort05  ","fN1VB05P5 ",  30,"x",1
"VBMort05  ","fN3VB05P5 ",  31,"x",1
"VBMort05  ","fN4VB05P5 ",  32,"x",1
"VBMort05  ","fP1VB05P5 ",  33,"x",1
"VBMort05  ","fP3VB05P5 ",  34,"x",1
"VBMort05  ","fP4VB05P5 ",  35,"x",1
"VBMort05  ","fS1VB05P5 ",  36,"x",1
"VBMort05  ","fS3VB05P5 ",  37,"x",1
"VBMort05  ","fS4VB05P5 ",  38,"x",1
"VB05_Mrt3W","ffVB05MrtW",   1,"x",1
"VB05_Mrt3W","fC2VB05P1y",   2,"x",1
"VB05_Mrt3W","fC2VB05P2y",   3,"x",1
"VB05_Mrt3W","fC2VB05P3y",   4,"x",1
"VB05_Mrt3W","fN2VB05P1y",   5,"x",1
"VB05_Mrt3W","fN2VB05P2y",   6,"x",1
"VB05_Mrt3W","fN2VB05P3y",   7,"x",1
"VB05_Mrt3W","fP2VB05P1y",   8,"x",1
"VB05_Mrt3W","fP2VB05P2y",   9,"x",1
"VB05_Mrt3W","fP2VB05P3y",  10,"x",1
"VB05_Mrt3W","fS2VB05P1y",  11,"x",1
"VB05_Mrt3W","fS2VB05P2y",  12,"x",1
"VB05_Mrt3W","fS2VB05P3y",  13,"x",1
"VB05_Mrt3W","fC1VB05P5y",  14,"x",1
"VB05_Mrt3W","fC3VB05P5y",  15,"x",1
"VB05_Mrt3W","fN1VB05P5y",  16,"x",1
"VB05_Mrt3W","fN3VB05P5y",  17,"x",1
"VB05_Mrt3W","fP1VB05P5y",  18,"x",1
"VB05_Mrt3W","fP3VB05P5y",  19,"x",1
"VB05_Mrt3W","fS1VB05P5y",  20,"x",1
"VB05_Mrt3W","fS3VB05P5y",  21,"x",1
"VB05_Mrt3S","ffVB05MrtS",   1,"x",1
"VB05_Mrt3S","fC5VB05P1y",   2,"x",1
"VB05_Mrt3S","fC5VB05P2y",   3,"x",1
"VB05_Mrt3S","fC5VB05P3y",   4,"x",1
"VB05_Mrt3S","fN5VB05P1y",   5,"x",1
"VB05_Mrt3S","fN5VB05P2y",   6,"x",1
"VB05_Mrt3S","fN5VB05P3y",   7,"x",1
"VB05_Mrt3S","fP5VB05P1y",   8,"x",1
"VB05_Mrt3S","fP5VB05P2y",   9,"x",1
"VB05_Mrt3S","fP5VB05P3y",  10,"x",1
"VB05_Mrt3S","fS5VB05P1y",  11,"x",1
"VB05_Mrt3S","fS5VB05P2y",  12,"x",1
"VB05_Mrt3S","fS5VB05P3y",  13,"x",1
"VB05_Mrt3S","fC4VB05P5y",  14,"x",1
"VB05_Mrt3S","fN4VB05P5y",  15,"x",1
"VB05_Mrt3S","fP4VB05P5y",  16,"x",1
"VB05_Mrt3S","fS4VB05P5y",  17,"x",1
"VB05Upt   ","fNVB05up  ",   1,"x",1
"VB05Upt   ","fPVB05up  ",   2,"x",1
"VB05Upt   ","fSVB05up  ",   3,"x",1
"VB05_Upt3D","fN1VB05upy",   1,"x",1
"VB05_Upt3D","fN2VB05upy",   2,"x",1
"VB05_Upt3D","fP1VB05upy",   3,"x",1
"VB05_Upt3D","fP2VB05upy",   4,"x",1
"VB05_Upt3D","fS1VB05upy",   5,"x",1
"VB05_Upt3D","fS2VB05upy",   6,"x",1
"VB06availN","VB06Navail",   1,"x",1
"VB06availN","VB06Pavail",   2,"x",1
"VB06availN","VB06Savail",   3,"x",1
"VB06availN","PoreVol06 ",   4,"x",1
"VB06availN","F1VB06    ",   5,"x",1
"VB06availN","F2VB06    ",   6,"x",1
"VB06availN","F3VB06    ",   7,"x",1
"VB06availN","F4VB06    ",   8,"x",1
"VB06availN","F5VB06    ",   9,"x",1
"VBStatus06","SwVB06Gro ",   1,"x",1
"VBStatus06","SwVB06Mrt ",   2,"x",1
"VBStatus06","nsfVB06   ",   3,"x",1
"VBStatus06","nscdVB06  ",   4,"x",1
"VBStatus06","botsegVB06",   5,"x",1
"VBGrowth06","ageVB06   ",   1,"x",1
"VBGrowth06","VB06ha    ",   2,"x",1
"VBGrowth06","VB06Aha   ",   3,"x",1
"VBGrowth06","rGWV06    ",   4,"x",1
"VBGrowth06","fVB06     ",   5,"x",1
"VBGrowth06","VB06Age0ha",   6,"x",1
"VBGrowth06","SWVB06Dec ",   7,"x",1
"VBGrowth06","NutLimVB06",   8,"x",1
"VBMort06  ","rMrtVB06  ",   1,"x",1
"VBMort06  ","fMrtVB06  ",   2,"x",1
"VBMort06  ","fC2VB06P1 ",   3,"x",1
"VBMort06  ","fC2VB06P2 ",   4,"x",1
"VBMort06  ","fC2VB06P3 ",   5,"x",1
"VBMort06  ","fN2VB06P1 ",   6,"x",1
"VBMort06  ","fN2VB06P2 ",   7,"x",1
"VBMort06  ","fN2VB06P3 ",   8,"x",1
"VBMort06  ","fP2VB06P1 ",   9,"x",1
"VBMort06  ","fP2VB06P2 ",  10,"x",1
"VBMort06  ","fP2VB06P3 ",  11,"x",1
"VBMort06  ","fS2VB06P1 ",  12,"x",1
"VBMort06  ","fS2VB06P2 ",  13,"x",1
"VBMort06  ","fS2VB06P3 ",  14,"x",1
"VBMort06  ","fC5VB06P1 ",  15,"x",1
"VBMort06  ","fC5VB06P2 ",  16,"x",1
"VBMort06  ","fC5VB06P3 ",  17,"x",1
"VBMort06  ","fN5VB06P1 ",  18,"x",1
"VBMort06  ","fN5VB06P2 ",  19,"x",1
"VBMort06  ","fN5VB06P3 ",  20,"x",1
"VBMort06  ","fP5VB06P1 ",  21,"x",1
"VBMort06  ","fP5VB06P2 ",  22,"x",1
"VBMort06  ","fP5VB06P3 ",  23,"x",1
"VBMort06  ","fS5VB06P1 ",  24,"x",1
"VBMort06  ","fS5VB06P2 ",  25,"x",1
"VBMort06  ","fS5VB06P3 ",  26,"x",1
"VBMort06  ","fC1VB06P5 ",  27,"x",1
"VBMort06  ","fC3VB06P5 ",  28,"x",1
"VBMort06  ","fC4VB06P5 ",  29,"x",1
"VBMort06  ","fN1VB06P5 ",  30,"x",1
"VBMort06  ","fN3VB06P5 ",  31,"x",1
"VBMort06  ","fN4VB06P5 ",  32,"x",1
"VBMort06  ","fP1VB06P5 ",  33,"x",1
"VBMort06  ","fP3VB06P5 ",  34,"x",1
"VBMort06  ","fP4VB06P5 ",  35,"x",1
"VBMort06  ","fS1VB06P5 ",  36,"x",1
"VBMort06  ","fS3VB06P5 ",  37,"x",1
"VBMort06  ","fS4VB06P5 ",  38,"x",1
"VB06_Mrt3W","ffVB06MrtW",   1,"x",1
"VB06_Mrt3W","fC2VB06P1y",   2,"x",1
"VB06_Mrt3W","fC2VB06P2y",   3,"x",1
"VB06_Mrt3W","fC2VB06P3y",   4,"x",1
"VB06_Mrt3W","fN2VB06P1y",   5,"x",1
"VB06_Mrt3W","fN2VB06P2y",   6,"x",1
"VB06_Mrt3W","fN2VB06P3y",   7,"x",1
"VB06_Mrt3W","fP2VB06P1y",   8,"x",1
"VB06_Mrt3W","fP2VB06P2y",   9,"x",1
"VB06_Mrt3W","fP2VB06P3y",  10,"x",1
"VB06_Mrt3W","fS2VB06P1y",  11,"x",1
"VB06_Mrt3W","fS2VB06P2y",  12,"x",1
"VB06_Mrt3W","fS2VB06P3y",  13,"x",1
"VB06_Mrt3W","fC1VB06P5y",  14,"x",1
"VB06_Mrt3W","fC3VB06P5y",  15,"x",1
"VB06_Mrt3W","fN1VB06P5y",  16,"x",1
"VB06_Mrt3W","fN3VB06P5y",  17,"x",1
"VB06_Mrt3W","fP1VB06P5y",  18,"x",1
"VB06_Mrt3W","fP3VB06P5y",  19,"x",1
"VB06_Mrt3W","fS1VB06P5y",  20,"x",1
"VB06_Mrt3W","fS3VB06P5y",  21,"x",1
"VB06_Mrt3S","ffVB06MrtS",   1,"x",1
"VB06_Mrt3S","fC5VB06P1y",   2,"x",1
"VB06_Mrt3S","fC5VB06P2y",   3,"x",1
"VB06_Mrt3S","fC5VB06P3y",   4,"x",1
"VB06_Mrt3S","fN5VB06P1y",   5,"x",1
"VB06_Mrt3S","fN5VB06P2y",   6,"x",1
"VB06_Mrt3S","fN5VB06P3y",   7,"x",1
"VB06_Mrt3S","fP5VB06P1y",   8,"x",1
"VB06_Mrt3S","fP5VB06P2y",   9,"x",1
"VB06_Mrt3S","fP5VB06P3y",  10,"x",1
"VB06_Mrt3S","fS5VB06P1y",  11,"x",1
"VB06_Mrt3S","fS5VB06P2y",  12,"x",1
"VB06_Mrt3S","fS5VB06P3y",  13,"x",1
"VB06_Mrt3S","fC4VB06P5y",  14,"x",1
"VB06_Mrt3S","fN4VB06P5y",  15,"x",1
"VB06_Mrt3S","fP4VB06P5y",  16,"x",1
"VB06_Mrt3S","fS4VB06P5y",  17,"x",1
"VB06Upt   ","fNVB06up  ",   1,"x",1
"VB06Upt   ","fPVB06up  ",   2,"x",1
"VB06Upt   ","fSVB06up  ",   3,"x",1
"VB06_Upt3D","fN1VB06upy",   1,"x",1
"VB06_Upt3D","fN2VB06upy",   2,"x",1
"VB06_Upt3D","fP1VB06upy",   3,"x",1
"VB06_Upt3D","fP2VB06upy",   4,"x",1
"VB06_Upt3D","fS1VB06upy",   5,"x",1
"VB06_Upt3D","fS2VB06upy",   6,"x",1
"VB07availN","VB07Navail",   1,"x",1
"VB07availN","VB07Pavail",   2,"x",1
"VB07availN","VB07Savail",   3,"x",1
"VB07availN","PoreVol07 ",   4,"x",1
"VB07availN","F1VB07    ",   5,"x",1
"VB07availN","F2VB07    ",   6,"x",1
"VB07availN","F3VB07    ",   7,"x",1
"VB07availN","F4VB07    ",   8,"x",1
"VB07availN","F5VB07    ",   9,"x",1
"VBStatus07","SwVB07Gro ",   1,"x",1
"VBStatus07","SwVB07Mrt ",   2,"x",1
"VBStatus07","nsfVB07   ",   3,"x",1
"VBStatus07","nscdVB07  ",   4,"x",1
"VBStatus07","botsegVB07",   5,"x",1
"VBGrowth07","ageVB07   ",   1,"x",1
"VBGrowth07","VB07ha    ",   2,"x",1
"VBGrowth07","VB07Aha   ",   3,"x",1
"VBGrowth07","rGWV07    ",   4,"x",1
"VBGrowth07","fVB07     ",   5,"x",1
"VBGrowth07","VB07Age0ha",   6,"x",1
"VBGrowth07","SWVB07Dec ",   7,"x",1
"VBGrowth07","NutLimVB07",   8,"x",1
"VBMort07  ","rMrtVB07  ",   1,"x",1
"VBMort07  ","fMrtVB07  ",   2,"x",1
"VBMort07  ","fC2VB07P1 ",   3,"x",1
"VBMort07  ","fC2VB07P2 ",   4,"x",1
"VBMort07  ","fC2VB07P3 ",   5,"x",1
"VBMort07  ","fN2VB07P1 ",   6,"x",1
"VBMort07  ","fN2VB07P2 ",   7,"x",1
"VBMort07  ","fN2VB07P3 ",   8,"x",1
"VBMort07  ","fP2VB07P1 ",   9,"x",1
"VBMort07  ","fP2VB07P2 ",  10,"x",1
"VBMort07  ","fP2VB07P3 ",  11,"x",1
"VBMort07  ","fS2VB07P1 ",  12,"x",1
"VBMort07  ","fS2VB07P2 ",  13,"x",1
"VBMort07  ","fS2VB07P3 ",  14,"x",1
"VBMort07  ","fC5VB07P1 ",  15,"x",1
"VBMort07  ","fC5VB07P2 ",  16,"x",1
"VBMort07  ","fC5VB07P3 ",  17,"x",1
"VBMort07  ","fN5VB07P1 ",  18,"x",1
"VBMort07  ","fN5VB07P2 ",  19,"x",1
"VBMort07  ","fN5VB07P3 ",  20,"x",1
"VBMort07  ","fP5VB07P1 ",  21,"x",1
"VBMort07  ","fP5VB07P2 ",  22,"x",1
"VBMort07  ","fP5VB07P3 ",  23,"x",1
"VBMort07  ","fS5VB07P1 ",  24,"x",1
"VBMort07  ","fS5VB07P2 ",  25,"x",1
"VBMort07  ","fS5VB07P3 ",  26,"x",1
"VBMort07  ","fC1VB07P5 ",  27,"x",1
"VBMort07  ","fC3VB07P5 ",  28,"x",1
"VBMort07  ","fC4VB07P5 ",  29,"x",1
"VBMort07  ","fN1VB07P5 ",  30,"x",1
"VBMort07  ","fN3VB07P5 ",  31,"x",1
"VBMort07  ","fN4VB07P5 ",  32,"x",1
"VBMort07  ","fP1VB07P5 ",  33,"x",1
"VBMort07  ","fP3VB07P5 ",  34,"x",1
"VBMort07  ","fP4VB07P5 ",  35,"x",1
"VBMort07  ","fS1VB07P5 ",  36,"x",1
"VBMort07  ","fS3VB07P5 ",  37,"x",1
"VBMort07  ","fS4VB07P5 ",  38,"x",1
"VB07_Mrt3W","ffVB07MrtW",   1,"x",1
"VB07_Mrt3W","fC2VB07P1y",   2,"x",1
"VB07_Mrt3W","fC2VB07P2y",   3,"x",1
"VB07_Mrt3W","fC2VB07P3y",   4,"x",1
"VB07_Mrt3W","fN2VB07P1y",   5,"x",1
"VB07_Mrt3W","fN2VB07P2y",   6,"x",1
"VB07_Mrt3W","fN2VB07P3y",   7,"x",1
"VB07_Mrt3W","fP2VB07P1y",   8,"x",1
"VB07_Mrt3W","fP2VB07P2y",   9,"x",1
"VB07_Mrt3W","fP2VB07P3y",  10,"x",1
"VB07_Mrt3W","fS2VB07P1y",  11,"x",1
"VB07_Mrt3W","fS2VB07P2y",  12,"x",1
"VB07_Mrt3W","fS2VB07P3y",  13,"x",1
"VB07_Mrt3W","fC1VB07P5y",  14,"x",1
"VB07_Mrt3W","fC3VB07P5y",  15,"x",1
"VB07_Mrt3W","fN1VB07P5y",  16,"x",1
"VB07_Mrt3W","fN3VB07P5y",  17,"x",1
"VB07_Mrt3W","fP1VB07P5y",  18,"x",1
"VB07_Mrt3W","fP3VB07P5y",  19,"x",1
"VB07_Mrt3W","fS1VB07P5y",  20,"x",1
"VB07_Mrt3W","fS3VB07P5y",  21,"x",1
"VB07_Mrt3S","ffVB07MrtS",   1,"x",1
"VB07_Mrt3S","fC5VB07P1y",   2,"x",1
"VB07_Mrt3S","fC5VB07P2y",   3,"x",1
"VB07_Mrt3S","fC5VB07P3y",   4,"x",1
"VB07_Mrt3S","fN5VB07P1y",   5,"x",1
"VB07_Mrt3S","fN5VB07P2y",   6,"x",1
"VB07_Mrt3S","fN5VB07P3y",   7,"x",1
"VB07_Mrt3S","fP5VB07P1y",   8,"x",1
"VB07_Mrt3S","fP5VB07P2y",   9,"x",1
"VB07_Mrt3S","fP5VB07P3y",  10,"x",1
"VB07_Mrt3S","fS5VB07P1y",  11,"x",1
"VB07_Mrt3S","fS5VB07P2y",  12,"x",1
"VB07_Mrt3S","fS5VB07P3y",  13,"x",1
"VB07_Mrt3S","fC4VB07P5y",  14,"x",1
"VB07_Mrt3S","fN4VB07P5y",  15,"x",1
"VB07_Mrt3S","fP4VB07P5y",  16,"x",1
"VB07_Mrt3S","fS4VB07P5y",  17,"x",1
"VB07Upt   ","fNVB07up  ",   1,"x",1
"VB07Upt   ","fPVB07up  ",   2,"x",1
"VB07Upt   ","fSVB07up  ",   3,"x",1
"VB07_Upt3D","fN1VB07upy",   1,"x",1
"VB07_Upt3D","fN2VB07upy",   2,"x",1
"VB07_Upt3D","fP1VB07upy",   3,"x",1
"VB07_Upt3D","fP2VB07upy",   4,"x",1
"VB07_Upt3D","fS1VB07upy",   5,"x",1
"VB07_Upt3D","fS2VB07upy",   6,"x",1
"VB08availN","VB08Navail",   1,"x",1
"VB08availN","VB08Pavail",   2,"x",1
"VB08availN","VB08Savail",   3,"x",1
"VB08availN","PoreVol08 ",   4,"x",1
"VB08availN","F1VB08    ",   5,"x",1
"VB08availN","F2VB08    ",   6,"x",1
"VB08availN","F3VB08    ",   7,"x",1
"VB08availN","F4VB08    ",   8,"x",1
"VB08availN","F5VB08    ",   9,"x",1
"VBStatus08","SwVB08Gro ",   1,"x",1
"VBStatus08","SwVB08Mrt ",   2,"x",1
"VBStatus08","nsfVB08   ",   3,"x",1
"VBStatus08","nscdVB08  ",   4,"x",1
"VBStatus08","botsegVB08",   5,"x",1
"VBGrowth08","ageVB08   ",   1,"x",1
"VBGrowth08","VB08ha    ",   2,"x",1
"VBGrowth08","VB08Aha   ",   3,"x",1
"VBGrowth08","rGWV08    ",   4,"x",1
"VBGrowth08","fVB08     ",   5,"x",1
"VBGrowth08","VB08Age0ha",   6,"x",1
"VBGrowth08","SWVB08Dec ",   7,"x",1
"VBGrowth08","NutLimVB08",   8,"x",1
"VBMort08  ","rMrtVB08  ",   1,"x",1
"VBMort08  ","fMrtVB08  ",   2,"x",1
"VBMort08  ","fC2VB08P1 ",   3,"x",1
"VBMort08  ","fC2VB08P2 ",   4,"x",1
"VBMort08  ","fC2VB08P3 ",   5,"x",1
"VBMort08  ","fN2VB08P1 ",   6,"x",1
"VBMort08  ","fN2VB08P2 ",   7,"x",1
"VBMort08  ","fN2VB08P3 ",   8,"x",1
"VBMort08  ","fP2VB08P1 ",   9,"x",1
"VBMort08  ","fP2VB08P2 ",  10,"x",1
"VBMort08  ","fP2VB08P3 ",  11,"x",1
"VBMort08  ","fS2VB08P1 ",  12,"x",1
"VBMort08  ","fS2VB08P2 ",  13,"x",1
"VBMort08  ","fS2VB08P3 ",  14,"x",1
"VBMort08  ","fC5VB08P1 ",  15,"x",1
"VBMort08  ","fC5VB08P2 ",  16,"x",1
