outppr,outpit,outpnm,outpdo,outpsx
"Sed_Va    ","VxSedVa   ",   3,"x",0
"Sed_153   ","fSed153   ",   1,"x",1
"Sed_153   ","VxSed153  ",   2,"x",0
"Sed_HCB   ","fSedHCB   ",   1,"x",1
"Sed_HCB   ","VxSedHCB  ",   2,"x",0
"Sed_HCH   ","fSedHCH   ",   1,"x",1
"Sed_HCH   ","VxSedHCH  ",   2,"x",0
"Sed_Flu   ","fSedFlu   ",   1,"x",1
"Sed_Flu   ","VxSedFlu  ",   2,"x",0
"Sed_Bap   ","fSedBap   ",   1,"x",1
"Sed_Bap   ","VxSedBap  ",   2,"x",0
"Sed_Atr   ","fSedAtr   ",   1,"x",1
"Sed_Atr   ","VxSedAtr  ",   2,"x",0
"Sed_Mef   ","fSedMef   ",   1,"x",1
"Sed_Mef   ","VxSedMef  ",   2,"x",0
"Sed_Diu   ","fSedDiu   ",   1,"x",1
"Sed_Diu   ","VxSedDiu  ",   2,"x",0
"S12TraAs  ","fResS1As  ",   1,"x",1
"S12TraAs  ","fResS2As  ",   2,"x",1
"S12TraAs  ","fBurS1As  ",   3,"x",1
"S12TraAs  ","fSWBurDum ",   4," ",1
"S12TraAs  ","fBurS2As  ",   5,"x",1
"S12TraAs  ","fDigS1As  ",   6,"x",1
"S12TraAs  ","fDigS2As  ",   7,"x",1
"S12TraCd  ","fResS1Cd  ",   1,"x",1
"S12TraCd  ","fResS2Cd  ",   2,"x",1
"S12TraCd  ","fBurS1Cd  ",   3,"x",1
"S12TraCd  ","fSWBurDum ",   4," ",1
"S12TraCd  ","fBurS2Cd  ",   5,"x",1
"S12TraCd  ","fDigS1Cd  ",   6,"x",1
"S12TraCd  ","fDigS2Cd  ",   7,"x",1
"S12TraCr  ","fResS1Cr  ",   1,"x",1
"S12TraCr  ","fResS2Cr  ",   2,"x",1
"S12TraCr  ","fBurS1Cr  ",   3,"x",1
"S12TraCr  ","fSWBurDum ",   4," ",1
"S12TraCr  ","fBurS2Cr  ",   5,"x",1
"S12TraCr  ","fDigS1Cr  ",   6,"x",1
"S12TraCr  ","fDigS2Cr  ",   7,"x",1
"S12TraCu  ","fResS1Cu  ",   1,"x",1
"S12TraCu  ","fResS2Cu  ",   2,"x",1
"S12TraCu  ","fBurS1Cu  ",   3,"x",1
"S12TraCu  ","fSWBurDum ",   4," ",1
"S12TraCu  ","fBurS2Cu  ",   5,"x",1
"S12TraCu  ","fDigS1Cu  ",   6,"x",1
"S12TraCu  ","fDigS2Cu  ",   7,"x",1
"S12TraHg  ","fResS1Hg  ",   1,"x",1
"S12TraHg  ","fResS2Hg  ",   2,"x",1
"S12TraHg  ","fBurS1Hg  ",   3,"x",1
"S12TraHg  ","fSWBurDum ",   4," ",1
"S12TraHg  ","fBurS2Hg  ",   5,"x",1
"S12TraHg  ","fDigS1Hg  ",   6,"x",1
"S12TraHg  ","fDigS2Hg  ",   7,"x",1
"S12TraNi  ","fResS1Ni  ",   1,"x",1
"S12TraNi  ","fResS2Ni  ",   2,"x",1
"S12TraNi  ","fBurS1Ni  ",   3,"x",1
"S12TraNi  ","fSWBurDum ",   4," ",1
"S12TraNi  ","fBurS2Ni  ",   5,"x",1
"S12TraNi  ","fDigS1Ni  ",   6,"x",1
"S12TraNi  ","fDigS2Ni  ",   7,"x",1
"S12TraPb  ","fResS1Pb  ",   1,"x",1
"S12TraPb  ","fResS2Pb  ",   2,"x",1
"S12TraPb  ","fBurS1Pb  ",   3,"x",1
"S12TraPb  ","fSWBurDum ",   4," ",1
"S12TraPb  ","fBurS2Pb  ",   5,"x",1
"S12TraPb  ","fDigS1Pb  ",   6,"x",1
"S12TraPb  ","fDigS2Pb  ",   7,"x",1
"S12TraVa  ","fResS1Va  ",   1,"x",1
"S12TraVa  ","fResS2Va  ",   2,"x",1
"S12TraVa  ","fBurS1Va  ",   3,"x",1
"S12TraVa  ","fSWBurDum ",   4," ",1
"S12TraVa  ","fBurS2Va  ",   5,"x",1
"S12TraVa  ","fDigS1Va  ",   6,"x",1
"S12TraVa  ","fDigS2Va  ",   7,"x",1
"S12TraZn  ","fResS1Zn  ",   1,"x",1
"S12TraZn  ","fResS2Zn  ",   2,"x",1
"S12TraZn  ","fBurS1Zn  ",   3,"x",1
"S12TraZn  ","fSWBurDum ",   4," ",1
"S12TraZn  ","fBurS2Zn  ",   5,"x",1
"S12TraZn  ","fDigS1Zn  ",   6,"x",1
"S12TraZn  ","fDigS2Zn  ",   7,"x",1
"S12Tra153 ","fResS1153 ",   1,"x",1
"S12Tra153 ","fResS2153 ",   2,"x",1
"S12Tra153 ","fBurS1153 ",   3,"x",1
"S12Tra153 ","fSWBurDum ",   4," ",1
"S12Tra153 ","fBurS2153 ",   5,"x",1
"S12Tra153 ","fDigS1153 ",   6,"x",1
"S12Tra153 ","fDigS2153 ",   7,"x",1
"S12TraAtr ","fResS1Atr ",   1,"x",1
"S12TraAtr ","fResS2Atr ",   2,"x",1
"S12TraAtr ","fBurS1Atr ",   3,"x",1
"S12TraAtr ","fSWBurDum ",   4," ",1
"S12TraAtr ","fBurS2Atr ",   5,"x",1
"S12TraAtr ","fDigS1Atr ",   6,"x",1
"S12TraAtr ","fDigS2Atr ",   7,"x",1
"S12TraMef ","fResS1Mef ",   1,"x",1
"S12TraMef ","fResS2Mef ",   2,"x",1
"S12TraMef ","fBurS1Mef ",   3,"x",1
"S12TraMef ","fSWBurDum ",   4," ",1
"S12TraMef ","fBurS2Mef ",   5,"x",1
"S12TraMef ","fDigS1Mef ",   6,"x",1
"S12TraMef ","fDigS2Mef ",   7,"x",1
"S12TraDiu ","fResS1Diu ",   1,"x",1
"S12TraDiu ","fResS2Diu ",   2,"x",1
"S12TraDiu ","fBurS1Diu ",   3,"x",1
"S12TraDiu ","fSWBurDum ",   4," ",1
"S12TraDiu ","fBurS2Diu ",   5,"x",1
"S12TraDiu ","fDigS1Diu ",   6,"x",1
"S12TraDiu ","fDigS2Diu ",   7,"x",1
"S12TraBaP ","fResS1BaP ",   1,"x",1
"S12TraBaP ","fResS2BaP ",   2,"x",1
"S12TraBaP ","fBurS1BaP ",   3,"x",1
"S12TraBaP ","fSWBurDum ",   4," ",1
"S12TraBaP ","fBurS2BaP ",   5,"x",1
"S12TraBaP ","fDigS1BaP ",   6,"x",1
"S12TraBaP ","fDigS2BaP ",   7,"x",1
"S12TraOMP ","fResS1OMP ",   1,"x",1
"S12TraOMP ","fResS2OMP ",   2,"x",1
"S12TraOMP ","fBurS1OMP ",   3,"x",1
"S12TraOMP ","fSWBurDum ",   4," ",1
"S12TraOMP ","fBurS2OMP ",   5,"x",1
"S12TraOMP ","fDigS1OMP ",   6,"x",1
"S12TraOMP ","fDigS2OMP ",   7,"x",1
"S12TraFlu ","fResS1Flu ",   1,"x",1
"S12TraFlu ","fResS2Flu ",   2,"x",1
"S12TraFlu ","fBurS1Flu ",   3,"x",1
"S12TraFlu ","fSWBurDum ",   4," ",1
"S12TraFlu ","fBurS2Flu ",   5,"x",1
"S12TraFlu ","fDigS1Flu ",   6,"x",1
"S12TraFlu ","fDigS2Flu ",   7,"x",1
"S12TraHCB ","fResS1HCB ",   1,"x",1
"S12TraHCB ","fResS2HCB ",   2,"x",1
"S12TraHCB ","fBurS1HCB ",   3,"x",1
"S12TraHCB ","fSWBurDum ",   4," ",1
"S12TraHCB ","fBurS2HCB ",   5,"x",1
"S12TraHCB ","fDigS1HCB ",   6,"x",1
"S12TraHCB ","fDigS2HCB ",   7,"x",1
"S12TraHCH ","fResS1HCH ",   1,"x",1
"S12TraHCH ","fResS2HCH ",   2,"x",1
"S12TraHCH ","fBurS1HCH ",   3,"x",1
"S12TraHCH ","fSWBurDum ",   4," ",1
"S12TraHCH ","fBurS2HCH ",   5,"x",1
"S12TraHCH ","fDigS1HCH ",   6,"x",1
"S12TraHCH ","fDigS2HCH ",   7,"x",1
"NH3free   ","NH3       ",   1,"x",1
"NH3free   ","frNH3     ",   2,"x",1
"PosOXY    ","DO        ",   1,"x",1
"Secchi    ","SecchiDept",   1,"x",1
"PartS1_OMP","FrOMPDisS1",   1,"x",1
"PartS1_OMP","FrOMPDOCS1",   2,"x",1
"PartS1_OMP","FrDumIM1  ",   3," ",1
"PartS1_OMP","FrDumIM2  ",   4," ",1
"PartS1_OMP","FrDumIM3  ",   5," ",1
"PartS1_OMP","FrOMPPOCS1",   6,"x",1
"PartS1_OMP","FrOMPPHYS1",   7,"x",1
"PartS1_OMP","FrDumSulf ",   8," ",1
"PartS1_OMP","DisOMPS1  ",   9,"x",1
"PartS1_OMP","DOCOMPS1  ",  10,"x",1
"PartS1_OMP","QDumIM1   ",  11," ",1
"PartS1_OMP","QDumIM2   ",  12," ",1
"PartS1_OMP","QDumIM3   ",  13," ",1
"PartS1_OMP","QOMPPOCS1 ",  14,"x",1
"PartS1_OMP","QOMPPHYTS1",  15,"x",1
"PartS1_OMP","OMPS1tot  ",  16,"x",1
"PartS1_OMP","QOMPDMS1  ",  17,"x",1
"PartS1_OMP","KdOMPDMS1 ",  18,"x",1
"PartS2_OMP","FrOMPDisS2",   1,"x",1
"PartS2_OMP","FrOMPDOCS2",   2,"x",1
"PartS2_OMP","FrDumIM1  ",   3," ",1
"PartS2_OMP","FrDumIM2  ",   4," ",1
"PartS2_OMP","FrDumIM3  ",   5," ",1
"PartS2_OMP","FrOMPPOCS2",   6,"x",1
"PartS2_OMP","FrOMPPHYS2",   7,"x",1
"PartS2_OMP","FrDumSulf ",   8," ",1
"PartS2_OMP","DisOMPS2  ",   9,"x",1
"PartS2_OMP","DOCOMPS2  ",  10,"x",1
"PartS2_OMP","QDumIM1   ",  11," ",1
"PartS2_OMP","QDumIM2   ",  12," ",1
"PartS2_OMP","QDumIM3   ",  13," ",1
"PartS2_OMP","QOMPPOCS2 ",  14,"x",1
"PartS2_OMP","QOMPPHYTS2",  15,"x",1
"PartS2_OMP","OMPS2tot  ",  16,"x",1
"PartS2_OMP","QOMPDMS2  ",  17,"x",1
"PartS2_OMP","KdOMPDMS2 ",  18,"x",1
"PartWK_OMP","FrOMPDis  ",   1,"x",1
"PartWK_OMP","FrOMPDOC  ",   2,"x",1
"PartWK_OMP","FrDumIM1  ",   3," ",1
"PartWK_OMP","FrDumIM2  ",   4," ",1
"PartWK_OMP","FrDumIM3  ",   5," ",1
"PartWK_OMP","FrOMPPOC  ",   6,"x",1
"PartWK_OMP","FrOMPPHYT ",   7,"x",1
"PartWK_OMP","FrDumSulf ",   8," ",1
"PartWK_OMP","DisOMP    ",   9,"x",1
"PartWK_OMP","DOCOMP    ",  10,"x",1
"PartWK_OMP","QDumIM1   ",  11," ",1
"PartWK_OMP","QDumIM2   ",  12," ",1
"PartWK_OMP","QDumIM3   ",  13," ",1
"PartWK_OMP","QOMPPOC   ",  14,"x",1
"PartWK_OMP","QOMPPHYT  ",  15,"x",1
"PartWK_OMP","OMPtot    ",  16,"x",1
"PartWK_OMP","QOMPSS    ",  17,"x",1
"PartWK_OMP","KdOMPSS   ",  18,"x",1
"TrCoef_OMP","KlOMP     ",   1,"x",1
"TrCoef_OMP","KgOMP     ",   2,"x",1
"Volat_OMP ","kvOMP     ",   1,"x",1
"Volat_OMP ","cHeOMP    ",   2,"x",1
"Sed_OMP   ","fSedOMP   ",   1,"x",1
"Sed_OMP   ","VxSedOMP  ",   2,"x",0
"TraSe2_OMP","VxUpwOMP  ",   1,"x",0
"TraSe2_OMP","VxDownOMP ",   2,"x",0
"TRSOXY    ","fTRSOXY   ",   1,"x",1
"HarveZoop ","AHarveZoop",   1,"x",1
"HarveZoop ","BHarveZoop",   2,"x",1
"HarveMuss ","AHarveMuss",   1,"x",1
"HarveMuss ","BHarveMuss",   2,"x",1
"HarveG3   ","AHarveG3  ",   1,"x",1
"HarveG3   ","BHarveG3  ",   2,"x",1
"HarveG4   ","AHarveG4  ",   1,"x",1
"HarveG4   ","BHarveG4  ",   2,"x",1
"HarveG5   ","AHarveG5  ",   1,"x",1
"HarveG5   ","BHarveG5  ",   2,"x",1
"VB01availN","VB01Navail",   1,"x",1
"VB01availN","VB01Pavail",   2,"x",1
"VB01availN","VB01Savail",   3,"x",1
"VB01availN","PoreVol01 ",   4,"x",1
"VB01availN","F1VB01    ",   5,"x",1
"VB01availN","F2VB01    ",   6,"x",1
"VB01availN","F3VB01    ",   7,"x",1
"VB01availN","F4VB01    ",   8,"x",1
"VB01availN","F5VB01    ",   9,"x",1
"VBStatus01","SwVB01Gro ",   1,"x",1
"VBStatus01","SwVB01Mrt ",   2,"x",1
"VBStatus01","nsfVB01   ",   3,"x",1
"VBStatus01","nscdVB01  ",   4,"x",1
"VBStatus01","botsegVB01",   5,"x",1
"VBGrowth01","ageVB01   ",   1,"x",1
"VBGrowth01","VB01ha    ",   2,"x",1
"VBGrowth01","VB01Aha   ",   3,"x",1
"VBGrowth01","rGWV01    ",   4,"x",1
"VBGrowth01","fVB01     ",   5,"x",1
"VBGrowth01","VB01Age0ha",   6,"x",1
"VBGrowth01","SWVB01Dec ",   7,"x",1
"VBGrowth01","NutLimVB01",   8,"x",1
"VBMort01  ","rMrtVB01  ",   1,"x",1
"VBMort01  ","fMrtVB01  ",   2,"x",1
"VBMort01  ","fC2VB01P1 ",   3,"x",1
"VBMort01  ","fC2VB01P2 ",   4,"x",1
"VBMort01  ","fC2VB01P3 ",   5,"x",1
"VBMort01  ","fN2VB01P1 ",   6,"x",1
"VBMort01  ","fN2VB01P2 ",   7,"x",1
"VBMort01  ","fN2VB01P3 ",   8,"x",1
"VBMort01  ","fP2VB01P1 ",   9,"x",1
"VBMort01  ","fP2VB01P2 ",  10,"x",1
"VBMort01  ","fP2VB01P3 ",  11,"x",1
"VBMort01  ","fS2VB01P1 ",  12,"x",1
"VBMort01  ","fS2VB01P2 ",  13,"x",1
"VBMort01  ","fS2VB01P3 ",  14,"x",1
"VBMort01  ","fC5VB01P1 ",  15,"x",1
"VBMort01  ","fC5VB01P2 ",  16,"x",1
"VBMort01  ","fC5VB01P3 ",  17,"x",1
"VBMort01  ","fN5VB01P1 ",  18,"x",1
"VBMort01  ","fN5VB01P2 ",  19,"x",1
"VBMort01  ","fN5VB01P3 ",  20,"x",1
"VBMort01  ","fP5VB01P1 ",  21,"x",1
"VBMort01  ","fP5VB01P2 ",  22,"x",1
"VBMort01  ","fP5VB01P3 ",  23,"x",1
"VBMort01  ","fS5VB01P1 ",  24,"x",1
"VBMort01  ","fS5VB01P2 ",  25,"x",1
"VBMort01  ","fS5VB01P3 ",  26,"x",1
"VBMort01  ","fC1VB01P5 ",  27,"x",1
"VBMort01  ","fC3VB01P5 ",  28,"x",1
"VBMort01  ","fC4VB01P5 ",  29,"x",1
"VBMort01  ","fN1VB01P5 ",  30,"x",1
"VBMort01  ","fN3VB01P5 ",  31,"x",1
"VBMort01  ","fN4VB01P5 ",  32,"x",1
"VBMort01  ","fP1VB01P5 ",  33,"x",1
"VBMort01  ","fP3VB01P5 ",  34,"x",1
"VBMort01  ","fP4VB01P5 ",  35,"x",1
"VBMort01  ","fS1VB01P5 ",  36,"x",1
"VBMort01  ","fS3VB01P5 ",  37,"x",1
"VBMort01  ","fS4VB01P5 ",  38,"x",1
"VB01_Mrt3W","ffVB01MrtW",   1,"x",1
"VB01_Mrt3W","fC2VB01P1y",   2,"x",1
"VB01_Mrt3W","fC2VB01P2y",   3,"x",1
"VB01_Mrt3W","fC2VB01P3y",   4,"x",1
"VB01_Mrt3W","fN2VB01P1y",   5,"x",1
"VB01_Mrt3W","fN2VB01P2y",   6,"x",1
"VB01_Mrt3W","fN2VB01P3y",   7,"x",1
"VB01_Mrt3W","fP2VB01P1y",   8,"x",1
"VB01_Mrt3W","fP2VB01P2y",   9,"x",1
"VB01_Mrt3W","fP2VB01P3y",  10,"x",1
"VB01_Mrt3W","fS2VB01P1y",  11,"x",1
"VB01_Mrt3W","fS2VB01P2y",  12,"x",1
"VB01_Mrt3W","fS2VB01P3y",  13,"x",1
"VB01_Mrt3W","fC1VB01P5y",  14,"x",1
"VB01_Mrt3W","fC3VB01P5y",  15,"x",1
"VB01_Mrt3W","fN1VB01P5y",  16,"x",1
"VB01_Mrt3W","fN3VB01P5y",  17,"x",1
"VB01_Mrt3W","fP1VB01P5y",  18,"x",1
"VB01_Mrt3W","fP3VB01P5y",  19,"x",1
"VB01_Mrt3W","fS1VB01P5y",  20,"x",1
"VB01_Mrt3W","fS3VB01P5y",  21,"x",1
"VB01_Mrt3S","ffVB01MrtS",   1,"x",1
"VB01_Mrt3S","fC5VB01P1y",   2,"x",1
"VB01_Mrt3S","fC5VB01P2y",   3,"x",1
"VB01_Mrt3S","fC5VB01P3y",   4,"x",1
"VB01_Mrt3S","fN5VB01P1y",   5,"x",1
"VB01_Mrt3S","fN5VB01P2y",   6,"x",1
"VB01_Mrt3S","fN5VB01P3y",   7,"x",1
"VB01_Mrt3S","fP5VB01P1y",   8,"x",1
"VB01_Mrt3S","fP5VB01P2y",   9,"x",1
"VB01_Mrt3S","fP5VB01P3y",  10,"x",1
"VB01_Mrt3S","fS5VB01P1y",  11,"x",1
"VB01_Mrt3S","fS5VB01P2y",  12,"x",1
"VB01_Mrt3S","fS5VB01P3y",  13,"x",1
"VB01_Mrt3S","fC4VB01P5y",  14,"x",1
"VB01_Mrt3S","fN4VB01P5y",  15,"x",1
"VB01_Mrt3S","fP4VB01P5y",  16,"x",1
"VB01_Mrt3S","fS4VB01P5y",  17,"x",1
"VB01Upt   ","fNVB01up  ",   1,"x",1
"VB01Upt   ","fPVB01up  ",   2,"x",1
"VB01Upt   ","fSVB01up  ",   3,"x",1
"VB01_Upt3D","fN1VB01upy",   1,"x",1
"VB01_Upt3D","fN2VB01upy",   2,"x",1
"VB01_Upt3D","fP1VB01upy",   3,"x",1
"VB01_Upt3D","fP2VB01upy",   4,"x",1
"VB01_Upt3D","fS1VB01upy",   5,"x",1
"VB01_Upt3D","fS2VB01upy",   6,"x",1
"VB02availN","VB02Navail",   1,"x",1
"VB02availN","VB02Pavail",   2,"x",1
"VB02availN","VB02Savail",   3,"x",1
"VB02availN","PoreVol02 ",   4,"x",1
"VB02availN","F1VB02    ",   5,"x",1
"VB02availN","F2VB02    ",   6,"x",1
"VB02availN","F3VB02    ",   7,"x",1
"VB02availN","F4VB02    ",   8,"x",1
"VB02availN","F5VB02    ",   9,"x",1
"VBStatus02","SwVB02Gro ",   1,"x",1
"VBStatus02","SwVB02Mrt ",   2,"x",1
"VBStatus02","nsfVB02   ",   3,"x",1
"VBStatus02","nscdVB02  ",   4,"x",1
"VBStatus02","botsegVB02",   5,"x",1
"VBGrowth02","ageVB02   ",   1,"x",1
"VBGrowth02","VB02ha    ",   2,"x",1
"VBGrowth02","VB02Aha   ",   3,"x",1
"VBGrowth02","rGWV02    ",   4,"x",1
"VBGrowth02","fVB02     ",   5,"x",1
"VBGrowth02","VB02Age0ha",   6,"x",1
"VBGrowth02","SWVB02Dec ",   7,"x",1
"VBGrowth02","NutLimVB02",   8,"x",1
"VBMort02  ","rMrtVB02  ",   1,"x",1
"VBMort02  ","fMrtVB02  ",   2,"x",1
"VBMort02  ","fC2VB02P1 ",   3,"x",1
"VBMort02  ","fC2VB02P2 ",   4,"x",1
"VBMort02  ","fC2VB02P3 ",   5,"x",1
"VBMort02  ","fN2VB02P1 ",   6,"x",1
"VBMort02  ","fN2VB02P2 ",   7,"x",1
"VBMort02  ","fN2VB02P3 ",   8,"x",1
"VBMort02  ","fP2VB02P1 ",   9,"x",1
"VBMort02  ","fP2VB02P2 ",  10,"x",1
"VBMort02  ","fP2VB02P3 ",  11,"x",1
"VBMort02  ","fS2VB02P1 ",  12,"x",1
"VBMort02  ","fS2VB02P2 ",  13,"x",1
"VBMort02  ","fS2VB02P3 ",  14,"x",1
"VBMort02  ","fC5VB02P1 ",  15,"x",1
"VBMort02  ","fC5VB02P2 ",  16,"x",1
"VBMort02  ","fC5VB02P3 ",  17,"x",1
"VBMort02  ","fN5VB02P1 ",  18,"x",1
"VBMort02  ","fN5VB02P2 ",  19,"x",1
"VBMort02  ","fN5VB02P3 ",  20,"x",1
"VBMort02  ","fP5VB02P1 ",  21,"x",1
"VBMort02  ","fP5VB02P2 ",  22,"x",1
"VBMort02  ","fP5VB02P3 ",  23,"x",1
"VBMort02  ","fS5VB02P1 ",  24,"x",1
"VBMort02  ","fS5VB02P2 ",  25,"x",1
"VBMort02  ","fS5VB02P3 ",  26,"x",1
"VBMort02  ","fC1VB02P5 ",  27,"x",1
"VBMort02  ","fC3VB02P5 ",  28,"x",1
"VBMort02  ","fC4VB02P5 ",  29,"x",1
"VBMort02  ","fN1VB02P5 ",  30,"x",1
"VBMort02  ","fN3VB02P5 ",  31,"x",1
"VBMort02  ","fN4VB02P5 ",  32,"x",1
"VBMort02  ","fP1VB02P5 ",  33,"x",1
"VBMort02  ","fP3VB02P5 ",  34,"x",1
"VBMort02  ","fP4VB02P5 ",  35,"x",1
"VBMort02  ","fS1VB02P5 ",  36,"x",1
"VBMort02  ","fS3VB02P5 ",  37,"x",1
"VBMort02  ","fS4VB02P5 ",  38,"x",1
"VB02_Mrt3W","ffVB02MrtW",   1,"x",1
"VB02_Mrt3W","fC2VB02P1y",   2,"x",1
"VB02_Mrt3W","fC2VB02P2y",   3,"x",1
"VB02_Mrt3W","fC2VB02P3y",   4,"x",1
"VB02_Mrt3W","fN2VB02P1y",   5,"x",1
"VB02_Mrt3W","fN2VB02P2y",   6,"x",1
"VB02_Mrt3W","fN2VB02P3y",   7,"x",1
"VB02_Mrt3W","fP2VB02P1y",   8,"x",1
"VB02_Mrt3W","fP2VB02P2y",   9,"x",1
"VB02_Mrt3W","fP2VB02P3y",  10,"x",1
"VB02_Mrt3W","fS2VB02P1y",  11,"x",1
"VB02_Mrt3W","fS2VB02P2y",  12,"x",1
"VB02_Mrt3W","fS2VB02P3y",  13,"x",1
"VB02_Mrt3W","fC1VB02P5y",  14,"x",1
"VB02_Mrt3W","fC3VB02P5y",  15,"x",1
"VB02_Mrt3W","fN1VB02P5y",  16,"x",1
"VB02_Mrt3W","fN3VB02P5y",  17,"x",1
"VB02_Mrt3W","fP1VB02P5y",  18,"x",1
"VB02_Mrt3W","fP3VB02P5y",  19,"x",1
"VB02_Mrt3W","fS1VB02P5y",  20,"x",1
"VB02_Mrt3W","fS3VB02P5y",  21,"x",1
"VB02_Mrt3S","ffVB02MrtS",   1,"x",1
"VB02_Mrt3S","fC5VB02P1y",   2,"x",1
"VB02_Mrt3S","fC5VB02P2y",   3,"x",1
"VB02_Mrt3S","fC5VB02P3y",   4,"x",1
"VB02_Mrt3S","fN5VB02P1y",   5,"x",1
"VB02_Mrt3S","fN5VB02P2y",   6,"x",1
"VB02_Mrt3S","fN5VB02P3y",   7,"x",1
"VB02_Mrt3S","fP5VB02P1y",   8,"x",1
"VB02_Mrt3S","fP5VB02P2y",   9,"x",1
"VB02_Mrt3S","fP5VB02P3y",  10,"x",1
"VB02_Mrt3S","fS5VB02P1y",  11,"x",1
"VB02_Mrt3S","fS5VB02P2y",  12,"x",1
"VB02_Mrt3S","fS5VB02P3y",  13,"x",1
"VB02_Mrt3S","fC4VB02P5y",  14,"x",1
"VB02_Mrt3S","fN4VB02P5y",  15,"x",1
"VB02_Mrt3S","fP4VB02P5y",  16,"x",1
"VB02_Mrt3S","fS4VB02P5y",  17,"x",1
"VB02Upt   ","fNVB02up  ",   1,"x",1
"VB02Upt   ","fPVB02up  ",   2,"x",1
"VB02Upt   ","fSVB02up  ",   3,"x",1
"VB02_Upt3D","fN1VB02upy",   1,"x",1
"VB02_Upt3D","fN2VB02upy",   2,"x",1
"VB02_Upt3D","fP1VB02upy",   3,"x",1
"VB02_Upt3D","fP2VB02upy",   4,"x",1
"VB02_Upt3D","fS1VB02upy",   5,"x",1
"VB02_Upt3D","fS2VB02upy",   6,"x",1
"VB03availN","VB03Navail",   1,"x",1
"VB03availN","VB03Pavail",   2,"x",1
"VB03availN","VB03Savail",   3,"x",1
"VB03availN","PoreVol03 ",   4,"x",1
"VB03availN","F1VB03    ",   5,"x",1
"VB03availN","F2VB03    ",   6,"x",1
"VB03availN","F3VB03    ",   7,"x",1
"VB03availN","F4VB03    ",   8,"x",1
"VB03availN","F5VB03    ",   9,"x",1
"VBStatus03","SwVB03Gro ",   1,"x",1
"VBStatus03","SwVB03Mrt ",   2,"x",1
"VBStatus03","nsfVB03   ",   3,"x",1
"VBStatus03","nscdVB03  ",   4,"x",1
"VBStatus03","botsegVB03",   5,"x",1
"VBGrowth03","ageVB03   ",   1,"x",1
"VBGrowth03","VB03ha    ",   2,"x",1
"VBGrowth03","VB03Aha   ",   3,"x",1
"VBGrowth03","rGWV03    ",   4,"x",1
"VBGrowth03","fVB03     ",   5,"x",1
"VBGrowth03","VB03Age0ha",   6,"x",1
"VBGrowth03","SWVB03Dec ",   7,"x",1
"VBGrowth03","NutLimVB03",   8,"x",1
"VBMort03  ","rMrtVB03  ",   1,"x",1
"VBMort03  ","fMrtVB03  ",   2,"x",1
"VBMort03  ","fC2VB03P1 ",   3,"x",1
"VBMort03  ","fC2VB03P2 ",   4,"x",1
"VBMort03  ","fC2VB03P3 ",   5,"x",1
"VBMort03  ","fN2VB03P1 ",   6,"x",1
"VBMort03  ","fN2VB03P2 ",   7,"x",1
"VBMort03  ","fN2VB03P3 ",   8,"x",1
"VBMort03  ","fP2VB03P1 ",   9,"x",1
"VBMort03  ","fP2VB03P2 ",  10,"x",1
"VBMort03  ","fP2VB03P3 ",  11,"x",1
"VBMort03  ","fS2VB03P1 ",  12,"x",1
"VBMort03  ","fS2VB03P2 ",  13,"x",1
"VBMort03  ","fS2VB03P3 ",  14,"x",1
"VBMort03  ","fC5VB03P1 ",  15,"x",1
"VBMort03  ","fC5VB03P2 ",  16,"x",1
"VBMort03  ","fC5VB03P3 ",  17,"x",1
"VBMort03  ","fN5VB03P1 ",  18,"x",1
"VBMort03  ","fN5VB03P2 ",  19,"x",1
"VBMort03  ","fN5VB03P3 ",  20,"x",1
"VBMort03  ","fP5VB03P1 ",  21,"x",1
"VBMort03  ","fP5VB03P2 ",  22,"x",1
"VBMort03  ","fP5VB03P3 ",  23,"x",1
"VBMort03  ","fS5VB03P1 ",  24,"x",1
"VBMort03  ","fS5VB03P2 ",  25,"x",1
"VBMort03  ","fS5VB03P3 ",  26,"x",1
"VBMort03  ","fC1VB03P5 ",  27,"x",1
"VBMort03  ","fC3VB03P5 ",  28,"x",1
"VBMort03  ","fC4VB03P5 ",  29,"x",1
"VBMort03  ","fN1VB03P5 ",  30,"x",1
"VBMort03  ","fN3VB03P5 ",  31,"x",1
"VBMort03  ","fN4VB03P5 ",  32,"x",1
"VBMort03  ","fP1VB03P5 ",  33,"x",1
"VBMort03  ","fP3VB03P5 ",  34,"x",1
"VBMort03  ","fP4VB03P5 ",  35,"x",1
"VBMort03  ","fS1VB03P5 ",  36,"x",1
"VBMort03  ","fS3VB03P5 ",  37,"x",1
"VBMort03  ","fS4VB03P5 ",  38,"x",1
"VB03_Mrt3W","ffVB03MrtW",   1,"x",1
"VB03_Mrt3W","fC2VB03P1y",   2,"x",1
"VB03_Mrt3W","fC2VB03P2y",   3,"x",1
"VB03_Mrt3W","fC2VB03P3y",   4,"x",1
"VB03_Mrt3W","fN2VB03P1y",   5,"x",1
"VB03_Mrt3W","fN2VB03P2y",   6,"x",1
"VB03_Mrt3W","fN2VB03P3y",   7,"x",1
"VB03_Mrt3W","fP2VB03P1y",   8,"x",1
"VB03_Mrt3W","fP2VB03P2y",   9,"x",1
"VB03_Mrt3W","fP2VB03P3y",  10,"x",1
"VB03_Mrt3W","fS2VB03P1y",  11,"x",1
"VB03_Mrt3W","fS2VB03P2y",  12,"x",1
